CUSTID,GENDER,DOB,EDATE,AGE,AGEGRP1,AGEGRP2,TV_REG,NGROUP,NEIGHBORHOOD,LCDATE,ORGANICS,BILL,REGION,CLASS,ORGYN,AFFL,LTIME
0049962720,F,1962-03-04,1998-02-23,36,20-40,30-40,Wales & West,F,53,1994-06-27,1,0.009999999999999998,Midlands,Tin,1,6,4
0049963254,,1937-11-11,1998-02-23,60,60-80,60-70,N West,B,14,1990-01-01,0,3000.01,North,Silver,0,5,9
0049964870,,1967-09-18,1998-02-23,30,20-40,30-40,N West,D,28,1996-10-24,0,6000,North,Gold,0,8,2
0049968914,M,1929-12-16,1998-02-23,68,60-80,60-70,London,D,27,1993-12-01,1,4000,South East,Silver,1,12,5
0049972563,F,1966-11-14,1998-02-23,31,20-40,30-40,Midlands,F,53,1995-03-15,1,0.009999999999999998,Midlands,Tin,1,6,3
0049973250,F,1930-02-17,1998-02-23,68,60-80,60-70,London,A,04,1996-05-09,0,6000,South East,Gold,0,7,2
0049978278,F,1950-09-15,1998-02-23,47,40-60,40-50,N West,,,1994-07-26,0,3000,North,Silver,0,10,4
0049978782,,1941-04-03,1998-02-23,56,40-60,50-60,Midlands,D,27,1994-02-12,0,2000,Midlands,Silver,0,11,5
0049982925,F,1949-08-07,1998-02-23,48,40-60,40-50,London,F,50,1987-04-25,0,1273.04,South East,Silver,0,9,11
0049987102,F,1930-12-25,1998-02-23,67,60-80,60-70,N Scot,B,06,1994-07-21,0,3000,Scottish,Silver,0,6,4
0049991665,F,1922-10-24,1998-02-23,75,60-80,70-80,S West,E,45,1983-02-15,0,1000,South West,Silver,0,9,16
0049992181,F,1942-12-22,1998-02-23,55,40-60,50-60,London,D,31,1985-01-17,0,11000,South East,Gold,0,13,14
0049995849,U,1963-07-26,1998-02-23,34,20-40,30-40,N East,E,37,1986-03-10,0,1000,North,Silver,0,9,12
0049996918,M,1942-08-08,1998-02-23,55,40-60,50-60,S West,C,23,1990-03-01,0,0.009999999999999998,South West,Tin,0,13,8
0049998465,F,1927-03-17,1998-02-23,70,60-80,70-80,London,C,18,1993-03-20,0,5000,South East,Silver,0,6,5
0050002128,F,1921-06-17,1998-02-23,76,60-80,70-80,S & S East,B,06,1987-02-20,1,5000,South East,Silver,1,10,12
0050002624,F,1952-11-04,1998-02-23,45,40-60,40-50,N West,C,17,1994-01-05,0,0.009999999999999998,North,Tin,0,6,5
0050005194,M,1947-10-24,1998-02-23,50,40-60,50-60,London,D,31,1991-11-11,0,600,South East,Silver,0,5,7
0050008789,F,1928-11-04,1998-02-23,69,60-80,60-70,Wales & West,F,49,1986-11-10,0,18000,Midlands,Gold,0,11,12
0050009831,M,1923-08-04,1998-02-23,74,60-80,70-80,Midlands,D,27,1973-01-26,0,9000,Midlands,Gold,0,10,26
0050011364,F,1936-04-22,1998-02-23,61,60-80,60-70,C Scotland,B,12,1994-05-13,0,0.009999999999999998,Scottish,Tin,0,9,4
0050012875,F,1952-05-20,1998-02-23,,,,C Scotland,D,27,1992-04-02,0,6107.639999999999,Scottish,Gold,0,6,6
0050015971,U,1928-11-23,1998-02-23,69,60-80,60-70,N West,A,02,1991-06-01,1,0.009999999999999998,North,Tin,1,16,7
0050017532,M,1968-04-23,1998-02-23,29,20-40,20-30,Midlands,D,34,1992-04-06,1,17053.35,Midlands,Gold,1,11,6
0050018032,F,1927-07-11,1998-02-23,70,60-80,70-80,London,D,27,1990-05-25,0,9000.02,South East,Gold,0,6,8
0050022765,F,1961-01-07,1998-02-23,37,20-40,30-40,East,D,34,1991-11-01,1,0.009999999999999998,Midlands,Tin,1,10,7
0050025365,F,1951-06-17,1998-02-23,46,40-60,40-50,London,C,21,1994-02-22,1,13420,South East,Gold,1,12,5
0050026949,F,1929-04-05,1998-02-23,68,60-80,60-70,London,A,04,1994-12-20,0,5000,South East,Silver,0,5,4
0050027465,U,1946-07-20,1998-02-23,51,40-60,50-60,London,D,32,1994-05-18,0,0.009999999999999998,South East,Tin,0,13,4
0050029000,F,1924-04-10,1998-02-23,73,60-80,70-80,S West,F,51,1991-11-18,0,26026.37,South West,Platinum,0,4,7
0050030644,U,1921-11-21,1998-02-23,76,60-80,70-80,East,D,27,1996-04-23,0,6000,Midlands,Gold,0,14,2
0050034704,F,1963-11-20,1998-02-23,34,20-40,30-40,London,F,52,1994-01-28,0,0.009999999999999998,South East,Tin,0,3,5
0050035204,F,1951-12-10,1998-02-23,46,40-60,40-50,London,A,04,1991-09-16,1,0.009999999999999998,South East,Tin,1,8,7
0050035727,F,1926-09-03,1998-02-23,71,60-80,70-80,S & S East,C,24,1997-03-11,0,6000,South East,Gold,0,8,1
0050038297,F,1957-11-16,1998-02-23,40,40-60,40-50,S & S East,D,32,1994-01-27,0,0.009999999999999998,South East,Tin,0,,5
0050041352,,1941-11-23,1998-02-23,,,,Wales & West,B,08,1992-02-04,0,2000,Midlands,Silver,0,4,7
0050052109,M,1918-04-17,1998-02-23,79,60-80,70-80,London,C,21,1981-02-27,0,1000,South East,Silver,0,6,17
0050053644,U,1944-11-10,1998-02-23,53,40-60,50-60,London,D,35,1997-06-23,0,1000,South East,Silver,0,8,1
0050056198,F,1921-10-03,1998-02-23,76,60-80,70-80,Midlands,D,32,1985-09-27,0,4000,Midlands,Silver,0,4,13
0050056708,,1930-02-17,1998-02-23,68,60-80,60-70,Wales & West,B,06,1993-11-05,0,1940,Midlands,Silver,0,5,5
0050061477,U,1940-10-25,1998-02-23,57,40-60,50-60,S West,E,45,1995-11-02,0,3000,South West,Silver,0,13,3
0050061990,F,1941-10-04,1998-02-23,56,40-60,50-60,Wales & West,B,12,1992-04-02,0,18106.69,Midlands,Gold,0,5,6
0050067165,F,1921-04-06,1998-02-23,76,60-80,70-80,London,C,22,1991-03-01,0,0.009999999999999998,South East,Tin,0,8,7
0050068773,M,1962-07-23,1998-02-23,35,20-40,30-40,East,D,27,1992-01-15,1,8000,Midlands,Gold,1,11,7
0050072860,M,1947-03-15,1998-02-23,50,40-60,50-60,S & S East,F,50,1990-07-01,0,0.009999999999999998,South East,Tin,0,4,8
0050074390,U,1951-03-09,1998-02-23,46,40-60,40-50,Yorkshire,E,37,1993-06-21,0,5000,North,Silver,0,10,5
0050076474,F,1950-10-29,1998-02-23,47,40-60,40-50,Wales & West,E,38,1990-05-24,0,0.009999999999999998,Midlands,Tin,0,6,8
0050078000,F,1950-03-12,1998-02-23,47,40-60,40-50,London,B,08,1995-04-01,1,12053.34,South East,Gold,1,13,3
0050086836,F,1947-09-24,1998-02-23,50,40-60,50-60,London,B,12,1991-03-25,0,11600,South East,Gold,0,8,7
0050088855,,1956-03-06,1998-02-23,41,40-60,40-50,Wales & West,D,35,1997-07-25,0,100,Midlands,Silver,0,9,1
0050096491,F,1942-12-13,1998-02-23,55,40-60,50-60,East,B,14,1990-02-22,1,3000,Midlands,Silver,1,9,9
0050099580,F,1945-08-08,1998-02-23,,,,London,A,04,1993-02-16,1,3000,South East,Silver,1,12,6
0050101614,F,1952-01-11,1998-02-23,46,40-60,40-50,N West,C,25,1994-11-02,0,0.009999999999999998,North,Tin,0,7,4
0050102661,F,1965-01-04,1998-02-23,33,20-40,30-40,S & S East,B,11,1986-02-04,1,6000,South East,Gold,1,10,13
0050103714,M,1946-05-13,1998-02-23,,,,S West,D,35,1990-05-18,0,0.009999999999999998,South West,Tin,0,10,8
0050104761,M,1952-07-14,1998-02-23,45,40-60,40-50,Yorkshire,E,44,1994-01-04,0,0.009999999999999998,North,Tin,0,11,5
0050106845,F,1931-01-08,1998-02-23,67,60-80,60-70,London,F,51,1994-02-16,0,1000,South East,Silver,0,2,5
0050110893,F,1936-03-25,1998-02-23,61,60-80,60-70,Midlands,B,05,1994-12-03,0,6000,Midlands,Gold,0,5,4
0050114023,F,1938-03-20,1998-02-23,59,40-60,50-60,London,D,27,1994-05-18,0,4000,South East,Silver,0,9,4
0050116549,F,1930-01-12,1998-02-23,68,60-80,60-70,London,B,09,1997-04-08,1,6000,South East,Gold,1,7,1
0050117065,F,1932-12-02,1998-02-23,,,,Wales & West,E,39,1990-06-01,0,0.009999999999999998,Midlands,Tin,0,9,8
0050119688,M,1937-03-07,1998-02-23,61,60-80,60-70,S & S East,E,37,1992-05-21,0,6053.349999999999,South East,Gold,0,12,6
0050120732,,1938-05-21,1998-02-23,59,40-60,50-60,N West,A,04,1992-04-13,0,8000,North,Gold,0,11,6
0050129543,M,1925-03-17,1998-02-23,72,60-80,70-80,Midlands,B,14,1990-07-01,0,0.009999999999999998,Midlands,Tin,0,11,8
0050132650,F,1941-05-26,1998-02-23,56,40-60,50-60,Midlands,C,24,1994-01-13,1,0.009999999999999998,Midlands,Tin,1,10,5
0050137767,M,1947-05-09,1998-02-23,50,40-60,50-60,London,D,28,1993-08-05,0,0.019999999999999997,South East,Silver,0,10,5
0050138267,F,1921-02-04,1998-02-23,77,60-80,70-80,London,C,20,1996-03-01,0,3000,South East,Silver,0,10,2
0050138763,M,1924-11-16,1998-02-23,73,60-80,70-80,Midlands,E,37,1990-02-14,1,22035.879999999997,Midlands,Platinum,1,9,9
0050140270,M,1950-11-05,1998-02-23,47,40-60,40-50,London,C,22,1989-10-04,0,50,South East,Silver,0,12,9
0050142817,F,1953-01-20,1998-02-23,45,40-60,40-50,East,F,50,1990-04-01,0,1200.01,Midlands,Silver,0,4,8
0050144356,U,1927-06-06,1998-02-23,70,60-80,70-80,Midlands,C,23,1990-06-11,0,6105.32,Midlands,Gold,0,7,8
0050145891,F,1962-11-09,1998-02-23,35,20-40,30-40,London,A,04,1994-02-23,2,2500,South East,Silver,1,12,5
0050150577,F,1959-08-12,1998-02-23,38,20-40,30-40,London,B,12,1996-05-14,0,4875,South East,Silver,0,6,2
0050151093,F,1968-11-08,1998-02-23,29,20-40,20-30,N West,D,30,1994-01-24,1,0.009999999999999998,North,Tin,1,13,5
0050153134,U,1940-01-04,1998-02-23,58,40-60,50-60,N East,A,04,1993-11-03,0,0.009999999999999998,North,Tin,0,9,5
0050159256,,1949-11-05,1998-02-23,48,40-60,40-50,Midlands,B,12,1994-03-01,0,1000,Midlands,Silver,0,3,4
0050160262,,1959-12-14,1998-02-23,38,20-40,30-40,East,C,21,1990-09-01,0,0.009999999999999998,Midlands,Tin,0,14,8
0050164934,F,1919-09-23,1998-02-23,78,60-80,70-80,Wales & West,F,49,1987-02-06,0,24053.35,Midlands,Platinum,0,6,12
0050168565,F,1950-11-22,1998-02-23,47,40-60,40-50,S & S East,D,27,1983-08-17,0,0.009999999999999998,South East,Tin,0,7,15
0050169065,F,1943-02-27,1998-02-23,,,,Midlands,E,44,1990-02-01,1,600,Midlands,Silver,1,15,9
0050171140,F,1943-09-06,1998-02-23,54,40-60,50-60,Midlands,B,12,1987-03-01,2,480,Midlands,Silver,1,22,11
0050171663,F,1928-03-03,1998-02-23,,,,N West,E,37,1990-03-01,1,0.009999999999999998,North,Tin,1,10,8
0050173739,F,1937-09-07,1998-02-23,60,60-80,60-70,London,D,28,1997-05-23,0,6000,South East,Gold,0,6,1
0050175260,F,1953-06-16,1998-02-23,44,40-60,40-50,East,D,35,1994-01-13,1,0.009999999999999998,Midlands,Tin,1,12,5
0050176266,M,1948-04-05,1998-02-23,49,40-60,40-50,Midlands,C,25,1993-10-04,0,0.009999999999999998,Midlands,Tin,0,7,5
0050179370,F,1920-01-14,1998-02-23,78,60-80,70-80,London,F,52,1994-11-02,0,10000,South East,Gold,0,7,4
0050183009,F,1958-02-10,1998-02-23,40,40-60,40-50,London,B,07,1991-06-20,1,1200.01,South East,Silver,1,7,7
0050186598,M,1944-12-09,1998-02-23,53,40-60,50-60,Yorkshire,F,49,1994-02-26,0,3000,North,Silver,0,8,4
0050189708,,1941-11-01,1998-02-23,56,40-60,50-60,Midlands,D,32,1990-03-01,0,0.009999999999999998,Midlands,Tin,0,5,8
0050191230,U,1939-06-11,1998-02-23,58,40-60,50-60,S & S East,C,17,1996-03-30,0,6000,South East,Gold,0,6,2
0050197948,F,1938-10-28,1998-02-23,59,40-60,50-60,London,C,22,1987-02-03,0,3000,South East,Silver,0,9,12
0050198960,,1931-05-09,1998-02-23,66,60-80,60-70,Wales & West,B,05,1987-06-09,1,1500,Midlands,Silver,1,4,11
0050202038,M,1930-06-09,1998-02-23,67,60-80,60-70,,F,51,1997-03-25,0,6000,,Gold,0,7,1
0050204618,F,1938-06-28,1998-02-23,59,40-60,50-60,London,B,14,,0,4000,South East,Silver,0,8,
0050206130,M,1946-04-17,1998-02-23,51,40-60,50-60,Wales & West,D,34,1994-12-19,1,10000,Midlands,Gold,1,10,4
0050206670,,1947-11-02,1998-02-23,50,40-60,50-60,S & S East,B,12,1992-04-09,2,6530.3099999999995,South East,Gold,1,14,6
0050209253,M,1971-08-26,1998-02-23,26,20-40,20-30,Wales & West,D,32,1994-06-01,1,0.009999999999999998,Midlands,Tin,1,9,4
0050213340,U,1938-01-12,1998-02-23,60,60-80,60-70,London,B,08,1996-05-02,0,12000,South East,Gold,0,14,2
0050213846,M,1936-12-13,1998-02-23,61,60-80,60-70,Yorkshire,D,32,1996-05-02,0,6000,North,Gold,0,7,2
0050214346,F,1945-10-02,1998-02-23,52,40-60,50-60,C Scotland,A,03,1990-05-01,1,0.009999999999999998,Scottish,Tin,1,6,8
0050214842,F,1924-03-10,1998-02-23,74,60-80,70-80,London,A,01,1995-09-06,0,20504.64,South East,Platinum,0,8,3
0050215865,M,1928-01-30,1998-02-23,70,60-80,70-80,London,C,22,1990-02-17,0,5000,South East,Silver,0,10,9
0050216365,F,1940-07-21,1998-02-23,57,40-60,50-60,Wales & West,D,33,1994-02-04,0,0.009999999999999998,Midlands,Tin,0,12,5
0050216861,M,1951-04-25,1998-02-23,46,40-60,40-50,London,E,41,1990-03-03,0,120,South East,Silver,0,7,8
0050218880,F,1930-04-11,1998-02-23,67,60-80,60-70,S & S East,C,20,1993-05-05,1,6000,South East,Gold,1,10,5
0050232158,F,1945-10-25,1998-02-23,52,40-60,50-60,Yorkshire,B,10,1997-04-29,0,6000,North,Gold,0,10,1
0050232654,F,1961-10-20,1998-02-23,36,20-40,30-40,London,C,20,1993-09-28,0,0.009999999999999998,South East,Tin,0,,5
0050234185,F,1918-09-30,1998-02-23,,,,East,A,03,1993-03-11,0,0.009999999999999998,Midlands,Tin,0,6,5
0050235696,F,1951-07-15,1998-02-23,46,40-60,40-50,N West,B,14,1993-12-21,1,0.009999999999999998,North,Tin,1,13,5
0050237702,F,1919-10-02,1998-02-23,78,60-80,70-80,Midlands,D,33,1996-03-27,0,12000,Midlands,Gold,0,5,2
0050238237,U,1919-12-21,1998-02-23,78,60-80,70-80,N East,E,41,1997-06-06,0,6000,North,Gold,0,10,1
0050238776,U,1952-07-04,1998-02-23,45,40-60,40-50,Wales & West,C,17,1990-06-01,0,0.009999999999999998,Midlands,Tin,0,6,8
0050245055,F,1943-12-23,1998-02-23,54,40-60,50-60,N East,B,06,1995-07-13,0,3000,North,Silver,0,4,3
0050252795,F,1935-04-12,1998-02-23,62,60-80,60-70,S West,E,45,1969-05-11,0,6053.349999999999,South West,Gold,0,4,29
0050255352,F,1927-12-16,1998-02-23,70,60-80,70-80,London,B,14,1992-03-05,0,6053.349999999999,South East,Gold,0,5,6
0050258904,M,1934-05-13,1998-02-23,63,60-80,60-70,N East,F,53,1986-06-01,0,3240,North,Silver,0,11,12
0050259420,F,1946-09-24,1998-02-23,51,40-60,50-60,Midlands,D,30,1993-12-22,0,0.009999999999999998,Midlands,Tin,0,5,5
0050260453,,1949-02-23,1998-02-23,,,,Midlands,B,08,1994-09-22,0,0.009999999999999998,Midlands,Tin,0,8,4
0050262073,F,1921-11-05,1998-02-23,,,,Yorkshire,B,10,1969-04-16,1,1595.6899999999998,North,Silver,1,11,29
0050266273,U,1952-12-30,1998-02-23,45,40-60,40-50,S & S East,C,24,1993-12-20,0,0.009999999999999998,South East,Tin,0,9,5
0050267296,U,1926-12-08,1998-02-23,71,60-80,70-80,London,A,01,1983-08-09,0,3000,South East,Silver,0,11,15
0050274527,U,1928-11-28,1998-02-23,69,60-80,60-70,N East,B,10,1997-06-25,0,600,North,Silver,0,5,1
0050277739,,1961-05-06,1998-02-23,36,20-40,30-40,East,E,38,,0,0.009999999999999998,Midlands,Tin,0,10,
0050281620,,1940-03-26,1998-02-23,57,40-60,50-60,N West,B,08,1991-07-01,0,3000,North,Silver,0,15,7
0050285910,F,1956-02-22,1998-02-23,42,40-60,40-50,N West,C,19,1993-12-16,0,0.009999999999999998,North,Tin,0,10,5
0050288102,,1957-09-27,1998-02-23,40,40-60,40-50,London,B,09,1997-04-23,0,10000,South East,Gold,0,9,1
0050291502,M,1943-12-09,1998-02-23,54,40-60,50-60,Border,E,38,1984-07-31,0,4000,Scottish,Silver,0,7,14
0050292010,M,1951-03-15,1998-02-23,46,40-60,40-50,East,F,53,1993-12-22,2,0.009999999999999998,Midlands,Tin,1,19,5
0050293548,F,1935-11-20,1998-02-23,62,60-80,60-70,Midlands,E,41,1993-02-10,0,1000,Midlands,Silver,0,8,6
0050298787,M,1935-07-01,1998-02-23,62,60-80,60-70,Wales & West,C,19,1994-03-01,0,6035.5599999999995,Midlands,Gold,0,7,4
0050299821,F,1938-08-07,1998-02-23,59,40-60,50-60,London,D,34,1967-06-07,0,6247.12,South East,Gold,0,,31
0050302938,,1969-09-21,1998-02-23,28,20-40,20-30,London,C,21,1989-05-02,0,480,South East,Silver,0,11,9
0050305988,F,1924-10-19,1998-02-23,73,60-80,70-80,S & S East,D,27,1997-04-30,1,5000,South East,Silver,1,12,1
0050319580,F,1942-04-04,1998-02-23,55,40-60,50-60,London,B,05,1987-02-27,1,18058.17,South East,Gold,1,,11
0050320596,M,1959-07-26,1998-02-23,38,20-40,30-40,Midlands,F,52,1986-12-01,1,3855.74,Midlands,Silver,1,9,12
0050322122,F,1938-05-10,1998-02-23,59,40-60,50-60,Midlands,E,41,1990-04-03,0,22937.6,Midlands,Platinum,0,10,8
0050329275,M,1943-10-03,1998-02-23,54,40-60,50-60,London,B,05,1997-04-03,0,3000,South East,Silver,0,9,1
0050329771,,1930-01-30,1998-02-23,68,60-80,60-70,London,A,01,1987-02-01,0,10000,South East,Gold,0,13,12
0050331288,U,1947-02-22,1998-02-23,51,40-60,50-60,Yorkshire,C,23,1997-06-09,0,2000,North,Silver,0,15,1
0050335410,F,1942-01-19,1998-02-23,56,40-60,50-60,Midlands,D,35,1986-05-16,0,2400,Midlands,Silver,0,6,12
0050336964,M,1960-10-11,1998-02-23,37,20-40,30-40,Wales & West,B,14,1990-01-01,1,0.009999999999999998,Midlands,Tin,1,10,9
0050339041,M,1962-09-11,1998-02-23,35,20-40,30-40,East,F,48,1994-02-11,2,0.009999999999999998,Midlands,Tin,1,11,5
0050342158,M,1953-03-02,1998-02-23,,,,N Scot,,,1987-02-27,0,1000,Scottish,Silver,0,11,11
0050342425,F,1927-06-28,1998-02-23,70,60-80,70-80,S & S East,F,52,1980-04-15,1,4664.429999999999,South East,Silver,1,10,18
0050342700,F,1960-11-03,1998-02-23,37,20-40,30-40,London,A,04,1992-03-06,1,0.009999999999999998,South East,Tin,1,14,6
0050344770,F,1944-04-17,1998-02-23,53,40-60,50-60,London,A,04,1992-06-03,0,3026.6699999999996,South East,Silver,0,5,6
0050345289,M,1940-01-02,1998-02-23,58,40-60,50-60,Yorkshire,F,52,1993-11-10,0,0.009999999999999998,North,Tin,0,8,5
0050349390,U,1946-05-28,1998-02-23,51,40-60,50-60,London,B,10,1990-08-07,0,1000,South East,Silver,0,6,8
0050350959,M,1924-12-28,1998-02-23,73,60-80,70-80,East,F,49,1993-02-12,0,1000,Midlands,Silver,0,7,6
0050354016,F,1944-07-25,1998-02-23,53,40-60,50-60,London,D,31,1982-09-15,0,3000,South East,Silver,0,10,16
0050354512,F,1955-01-05,1998-02-23,43,40-60,40-50,Wales & West,F,52,1996-03-19,0,2400,Midlands,Silver,0,3,2
0050357643,F,1938-02-06,1998-02-23,60,60-80,60-70,East,E,37,1994-05-09,0,1000,Midlands,Silver,0,8,4
0050359158,F,1938-09-24,1998-02-23,59,40-60,50-60,Midlands,F,52,1991-03-01,0,0.009999999999999998,Midlands,Tin,0,7,7
0050364283,M,1948-07-29,1998-02-23,,,,Yorkshire,B,12,1997-08-13,0,1000,North,Silver,0,12,1
0050366880,F,1941-05-25,1998-02-23,56,40-60,50-60,N West,D,28,1993-01-22,0,6000,North,Gold,0,3,6
0050376010,M,1935-09-16,1998-02-23,62,60-80,60-70,Yorkshire,B,09,1981-07-31,1,12984.25,North,Gold,1,11,17
0050377040,F,1941-07-28,1998-02-23,56,40-60,50-60,London,C,22,,0,0.009999999999999998,South East,Tin,0,11,
0050384381,F,1932-06-14,1998-02-23,65,60-80,60-70,,B,14,1997-03-18,0,6000,,Gold,0,8,1
0050387569,F,1943-07-27,1998-02-23,54,40-60,50-60,London,E,44,1987-11-04,0,0.009999999999999998,South East,Tin,0,6,11
0050396266,U,1942-04-07,1998-02-23,55,40-60,50-60,S & S East,B,08,1996-02-05,0,6000,South East,Gold,0,7,3
0050398293,F,1942-07-20,1998-02-23,55,40-60,50-60,S & S East,E,37,1987-10-21,0,0.009999999999999998,South East,Tin,0,9,11
0050400883,M,1931-04-25,1998-02-23,66,60-80,60-70,London,A,02,1989-12-04,0,3865.5299999999997,South East,Silver,0,5,9
0050410196,F,1965-03-30,1998-02-23,32,20-40,30-40,S & S East,,,1993-05-26,2,3000,South East,Silver,1,23,5
0050411192,M,1954-07-24,1998-02-23,43,40-60,40-50,London,B,13,1994-03-08,0,0.009999999999999998,South East,Tin,0,9,4
0050417298,M,1940-10-11,1998-02-23,57,40-60,50-60,S West,D,27,1990-06-01,0,0.009999999999999998,South West,Tin,0,3,8
0050417794,M,1954-03-21,1998-02-23,43,40-60,40-50,Yorkshire,F,47,1994-03-15,0,0.009999999999999998,North,Tin,0,7,4
0050418871,F,1945-04-04,1998-02-23,52,40-60,50-60,N West,E,42,1997-04-04,0,6000,North,Gold,0,9,1
0050423107,M,1948-05-21,1998-02-23,49,40-60,40-50,S West,F,47,1991-01-01,0,0.009999999999999998,South West,Tin,0,5,8
0050424626,M,1947-01-08,1998-02-23,51,40-60,50-60,S & S East,D,30,,0,3000,South East,Silver,0,5,
0050425673,F,1939-11-14,1998-02-23,58,40-60,50-60,Midlands,D,32,1991-01-16,0,750,Midlands,Silver,0,9,8
0050434532,F,1935-07-30,1998-02-23,62,60-80,60-70,London,B,12,1991-01-07,1,3000,South East,Silver,1,11,8
0050439445,F,1962-04-14,1998-02-23,35,20-40,30-40,Midlands,C,25,1989-11-01,0,50,Midlands,Silver,0,9,9
0050440702,F,1931-09-22,1998-02-23,66,60-80,60-70,S & S East,B,08,1987-08-17,0,6000,South East,Gold,0,5,11
0050446484,F,1953-11-28,1998-02-23,,,,London,A,04,1991-07-01,0,0.009999999999999998,South East,Tin,0,5,7
0050447049,F,1934-04-14,1998-02-23,63,60-80,60-70,Wales & West,B,14,1996-01-06,0,9000,Midlands,Gold,0,11,3
0050448673,M,1919-07-24,1998-02-23,78,60-80,70-80,S West,,,1997-11-24,1,5000,South West,Silver,1,11,1
0050449750,F,1946-02-11,1998-02-23,,,,,B,14,1997-03-11,0,1000,,Silver,0,10,1
0050450880,M,1965-08-10,1998-02-23,32,20-40,30-40,East,C,23,1997-06-05,1,1200,Midlands,Silver,1,,1
0050454614,F,1925-08-25,1998-02-23,72,60-80,70-80,N Scot,E,38,1990-09-07,0,19705.32,Scottish,Gold,0,12,8
0050455220,F,1922-10-08,1998-02-23,,,,Wales & West,C,22,1994-09-23,0,17555.03,Midlands,Gold,0,9,4
0050456234,F,1959-03-03,1998-02-23,39,20-40,30-40,Wales & West,B,14,1996-07-01,1,6000,Midlands,Gold,1,9,2
0050457800,F,1943-12-04,1998-02-23,54,40-60,50-60,East,F,47,1996-06-03,0,3000,Midlands,Silver,0,7,2
0050460304,F,1944-02-10,1998-02-23,54,40-60,50-60,Midlands,F,47,1993-12-20,0,0.009999999999999998,Midlands,Tin,0,10,5
0050461815,F,1931-02-11,1998-02-23,67,60-80,60-70,N West,B,12,1993-11-05,0,6000,North,Gold,0,8,5
0050463338,F,1943-12-03,1998-02-23,54,40-60,50-60,,E,44,1997-03-06,0,1000,,Silver,0,5,1
0050465390,M,1961-10-27,1998-02-23,36,20-40,30-40,Ulster,,,1994-01-26,0,0.009999999999999998,Midlands,Tin,0,10,5
0050472515,F,1947-05-28,1998-02-23,50,40-60,50-60,East,B,12,1995-06-26,0,19990.23,Midlands,Gold,0,9,3
0050476090,F,1933-07-02,1998-02-23,64,60-80,60-70,Border,D,35,1994-02-11,0,1000,Scottish,Silver,0,5,5
0050476634,F,1922-02-02,1998-02-23,76,60-80,70-80,London,E,40,1983-01-24,0,375,South East,Silver,0,4,16
0050477657,M,1957-04-17,1998-02-23,40,40-60,40-50,N West,C,22,1994-10-21,0,0.009999999999999998,North,Tin,0,10,4
0050478220,F,1949-08-19,1998-02-23,48,40-60,40-50,N West,B,14,1997-05-27,0,2500,North,Silver,0,4,1
0050481905,F,1958-04-27,1998-02-23,39,20-40,30-40,Wales & West,C,22,1994-07-07,1,480,Midlands,Silver,1,7,4
0050489116,,1950-12-24,1998-02-23,,,,Midlands,F,53,1988-10-10,0,0.009999999999999998,Midlands,Tin,0,2,10
0050492150,F,1934-04-11,1998-02-23,,,,C Scotland,B,10,1997-05-16,0,6000,Scottish,Gold,0,9,1
0050499243,M,1968-11-05,1998-02-23,29,20-40,20-30,Midlands,D,35,1994-06-14,0,0.009999999999999998,Midlands,Tin,0,9,4
0050502309,F,1937-12-26,1998-02-23,60,60-80,60-70,London,B,12,1997-08-06,0,6345.49,South East,Gold,0,9,1
0050503330,F,1964-06-27,1998-02-23,33,20-40,30-40,London,C,25,1991-10-01,0,0.009999999999999998,South East,Tin,0,3,7
0050504875,F,1967-05-01,1998-02-23,30,20-40,30-40,London,D,29,,1,12500,South East,Gold,1,8,
0050509575,F,1936-03-27,1998-02-23,61,60-80,60-70,S West,D,30,1986-08-15,0,1000.68,South West,Silver,0,8,12
0050511090,F,1965-12-23,1998-02-23,32,20-40,30-40,Midlands,F,47,1994-01-04,1,0.009999999999999998,Midlands,Tin,1,14,5
0050511596,M,1947-10-17,1998-02-23,50,40-60,50-60,London,E,41,1991-03-01,0,0.009999999999999998,South East,Tin,0,13,7
0050512096,F,1941-09-08,1998-02-23,56,40-60,50-60,N West,D,33,1978-01-31,0,20000,North,Gold,0,7,21
0050514749,F,1928-03-22,1998-02-23,69,60-80,60-70,Wales & West,E,37,1988-06-07,0,12800,Midlands,Gold,0,6,10
0050519376,F,1945-05-07,1998-02-23,52,40-60,50-60,S & S East,E,41,1990-11-22,1,17900,South East,Gold,1,8,8
0050520900,F,1945-09-19,1998-02-23,,,,Wales & West,F,51,1989-11-01,0,0.009999999999999998,Midlands,Tin,0,7,9
0050522962,M,1967-08-01,1998-02-23,30,20-40,30-40,Midlands,E,38,1996-07-25,2,35,Midlands,Silver,1,12,2
0050529690,F,1936-01-01,1998-02-23,62,60-80,60-70,Yorkshire,A,04,1990-02-01,0,1564.55,North,Silver,0,4,9
0050531244,F,1967-10-23,1998-02-23,30,20-40,30-40,Wales & West,D,27,1994-04-14,0,0.009999999999999998,Midlands,Tin,0,9,4
0050537315,F,1934-04-25,1998-02-23,63,60-80,60-70,N East,D,35,1994-01-21,0,0.009999999999999998,North,Tin,0,7,5
0050537820,M,1956-06-16,1998-02-23,41,40-60,40-50,Midlands,B,08,1993-02-19,0,3935.8,Midlands,Silver,0,10,6
